ID,acname,acqualifier,acvalue,Smiles,Source,dois,standardized,pIC50,z_score
118475320,IC50,=,0.000000002,CN1C=C(C=N1)NC2=NC3=C(C=C(C=C3)C#N)C(=N2)NC4CCC(CC4)N5CCOCC5,pubchem,10.1021/acs.jmedchem.9b01346,Cn1cc(Nc2nc(NC3CCC(N4CCOCC4)CC3)c3cc(C#N)ccc3n2)cn1,8.699,1.084847407
166070118,IC50,=,0.000000002,CC(C)([C@@H](CNC(=O)C1=CN=C2C3=C(C=C(C=C3)C#N)NC2=C1NC4CCC4)F)O,pubchem,10.1021/acsmedchemlett.2c00060,CC(C)(O)C(F)CNC(=O)c1cnc2c([nH]c3cc(C#N)ccc32)c1NC1CCC1,8.699,1.084847407
134262637,IC50,=,0.000000002,C1=C2C=NC(=NN2C(=C1)C(=O)NC3=CN(N=C3C(=O)N)CCO)NCCN.C(=O)(C(F)(F)F)O,pubchem,10.1016/j.ejmech.2017.08.009,NCCNc1ncc2ccc(C(=O)Nc3cn(CCO)nc3C(N)=O)n2n1,8.699,1.084847407
168278943,IC50,=,0.000000002,C1CCN(C1)C(=O)C2=CC(=CC=C2)NC3=NC4=C(C(=N3)N[C@@H]5[C@@H]6C[C@H]([C@@H]5C(=O)N)C=C6)N(C=C4)C(F)F,pubchem,10.1016/j.bmcl.2022.128900,NC(=O)C1C2C=CC(C2)C1Nc1nc(Nc2cccc(C(=O)N3CCCC3)c2)nc2ccn(C(F)F)c12,8.699,1.084847407
117873164,IC50,=,0.000000002,COC1=NC=CC(=C1)NC2=NC=C(C(=N2)N[C@@H]3C[C@@H]([C@H]([C@H]3O)O)CO)C4=NC5=C(S4)C=NC=C5,pubchem,10.1016/j.bmcl.2015.05.097,COc1cc(Nc2ncc(-c3nc4ccncc4s3)c(NC3CC(CO)C(O)C3O)n2)ccn1,8.699,1.084847407
122181632,IC50,=,0.000000002,CN1C=C(C(=N1)C(C(F)(F)F)(F)F)NC(=O)C2=C3N=C(C=CN3N=C2)N[C@@H]4CCCC[C@@H]4N,pubchem,10.1021/acsmedchemlett.5b00107,Cn1cc(NC(=O)c2cnn3ccc(NC4CCCCC4N)nc23)c(C(F)(F)C(F)(F)F)n1,8.699,1.084847407
44448970,IC50,=,0.000000002,C1CNCCC1NC2=CC=CC(=N2)C3=CN=C4N3C=C(C=C4)C5=CC=NN5,pubchem,10.1016/j.bmcl.2008.04.042,c1cc(NC2CCNCC2)nc(-c2cnc3ccc(-c4cc[nH]n4)cn23)c1,8.699,1.084847407
122181594,IC50,=,0.000000002,CN1C=C(C(=N1)C(=O)N)NC(=O)C2=C3N=C(C=CN3N=C2)NCCN,pubchem,10.1021/acsmedchemlett.5b00107,Cn1cc(NC(=O)c2cnn3ccc(NCCN)nc23)c(C(N)=O)n1,8.699,1.084847407
131839620,IC50,=,0.000000002,CN1[C@@H]2CCN(C[C@@H]2CC1=O)C3CCC(CC3)NC4=NC=NC5=C4C(=CN5)C6CCOCC6,pubchem,10.1021/acs.jmedchem.7b01290,CN1C(=O)CC2CN(C3CCC(Nc4ncnc5[nH]cc(C6CCOCC6)c45)CC3)CCC21,8.699,1.084847407
163408859,IC50,=,0.000000002,CC1=NC=C(C=N1)C2=C(C=C3C(=N2)C(=NC(=N3)NC4=CN(N=C4)C5CC6(C5)CN(C6)C)NC(C)C)F,pubchem,10.1016/j.bmc.2020.115815,Cc1ncc(-c2nc3c(NC(C)C)nc(Nc4cnn(C5CC6(C5)CN(C)C6)c4)nc3cc2F)cn1,8.699,1.084847407
168272724,IC50,=,0.000000002,CC1(CC1)NC2=NC(=NC3=C2C(=O)N(C=C3)C)NC4=CN(N=C4)C5CCC(=O)N(C5)C,pubchem,10.1016/j.bmc.2022.116729,CN1CC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(C)ccc4n3)cn2)CCC1=O,8.699,1.084847407
163201217,IC50,=,0.000000002,C[C@@H](CN1C=CC2=C(C1=O)C(=NC(=N2)NC3=CN(N=C3)C4CCN(CC4)C)NC5(CC5)C)F,pubchem,10.1016/j.bmc.2022.116729,CC(F)Cn1ccc2nc(Nc3cnn(C4CCN(C)CC4)c3)nc(NC3(C)CC3)c2c1=O,8.699,1.084847407
168296560,IC50,=,0.000000002,C[C@@H](CN1C=CC2=C(C1=O)C(=NC(=N2)NC3=CN(N=C3)C4CC5(C4)CN(C5)C)NC6(CC6)C)F,pubchem,10.1016/j.bmc.2022.116729,CC(F)Cn1ccc2nc(Nc3cnn(C4CC5(C4)CN(C)C5)c3)nc(NC3(C)CC3)c2c1=O,8.699,1.084847407
171354186,IC50,=,0.000000002,CC1(CC1)OC2=NC(=NC3=C2N=C(C=C3)C4CC4)NC5=CN(N=C5)C6CCN(CC6)C,pubchem,10.1016/j.bmc.2020.115815,CN1CCC(n2cc(Nc3nc(OC4(C)CC4)c4nc(C5CC5)ccc4n3)cn2)CC1,8.699,1.084847407
154815577,IC50,=,0.000000002,CC1(CC1)NC2=NC(=NC3=C2N=C(C=C3)CC#N)NC4=CN(N=C4)C,pubchem,10.1016/j.bmc.2022.116729,Cn1cc(Nc2nc(NC3(C)CC3)c3nc(CC#N)ccc3n2)cn1,8.699,1.084847407
168281072,IC50,=,0.000000002,CC1(CC1)NC2=NC(=NC3=C2C(=O)N(C=C3)CC(F)F)NC4=CN(N=C4)C5CCN(CC5)C,pubchem,10.1016/j.bmc.2022.116729,CN1CCC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(CC(F)F)ccc4n3)cn2)CC1,8.699,1.084847407
122196062,IC50,=,0.000000002,CN1C=C(C(=N1)C(F)(F)F)NC(=O)C2=CC=C3N2N=C(N=C3)N[C@@H]4CCCC[C@@H]4N,pubchem,10.1016/j.bmcl.2015.09.028,Cn1cc(NC(=O)c2ccc3cnc(NC4CCCCC4N)nn23)c(C(F)(F)F)n1,8.699,1.084847407
132256200,IC50,=,0.000000002,C1CCN(C1)C(=O)C2=CC(=CC=C2)NC3=NC=C(C(=N3)N[C@@H]4[C@@H]5C[C@H]([C@@H]4C(=O)N)C=C5)C6=COC=C6,pubchem,10.1021/acsmedchemlett.2c00056,NC(=O)C1C2C=CC(C2)C1Nc1nc(Nc2cccc(C(=O)N3CCCC3)c2)ncc1-c1ccoc1,8.699,1.084847407
137144945,IC50,=,0.000000002,C1CC[C@H]([C@H](C1)N)NC2=CC=CC3=C2SC(=N3)C4=C(N=C(NC4=O)N5CCOCC5)N[C@@H]6CCCNC6,pubchem,10.1021/jm5016044,NC1CCCCC1Nc1cccc2nc(-c3c(NC4CCCNC4)[nH]c(N4CCOCC4)nc3=O)sc12,8.699,1.084847407
68328491,IC50,=,0.000000002,CC1=CN=C(C=C1)N2C(=CC(=N2)N3CCN(CC3)S(=O)(=O)C)NC(=O)C4=C5N=CC=CN5N=C4,pubchem,10.1021/acsmedchemlett.5b00106,Cc1ccc(-n2nc(N3CCN(S(C)(=O)=O)CC3)cc2NC(=O)c2cnn3cccnc23)nc1,8.699,1.084847407
168269821,IC50,=,0.000000002,C1CCN(C1)C(=O)C2=CC(=CC(=C2)F)NC3=NC4=C(C(=N3)N[C@@H]5[C@@H]6C[C@H]([C@@H]5C(=O)N)C=C6)SC=C4,pubchem,10.1016/j.bmcl.2022.128900,NC(=O)C1C2C=CC(C2)C1Nc1nc(Nc2cc(F)cc(C(=O)N3CCCC3)c2)nc2ccsc12,8.699,1.084847407
122196170,IC50,=,0.000000002,CN1C=C(C(=N1)C(F)(F)F)NC(=O)C2=CC=C3N2N=C(N=C3)N[C@@H]4CCCNC4,pubchem,10.1016/j.bmcl.2015.09.028,Cn1cc(NC(=O)c2ccc3cnc(NC4CCCNC4)nn23)c(C(F)(F)F)n1,8.699,1.084847407
118224310,IC50,=,0.000000002,CC1=NC=CC(=C1)C2=NC(=CO2)C(=O)NC3=CC4=C(N=C3N5CCCC(C5)F)N=C(O4)N6CCOCC6,pubchem,10.1021/acsmedchemlett.0c00255,Cc1cc(-c2nc(C(=O)Nc3cc4oc(N5CCOCC5)nc4nc3N3CCCC(F)C3)co2)ccn1,8.699,1.084847407
137645231,IC50,=,0.000000002,CC(=O)N1CCN(CC1)C2CCC(CC2)NC3=NC=NC4=C3C(=CN4)C5CCOCC5,pubchem,10.1021/acs.jmedchem.7b01290,CC(=O)N1CCN(C2CCC(Nc3ncnc4[nH]cc(C5CCOCC5)c34)CC2)CC1,8.699,1.084847407
168297015,IC50,=,0.000000002,CC(=O)N1CCC(CC1)N2C=C(C=N2)NC3=NC4=C(C(=N3)NC5(CC5)C)C(=O)N(C=C4)C,pubchem,10.1016/j.bmc.2022.116729,CC(=O)N1CCC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(C)ccc4n3)cn2)CC1,8.699,1.084847407
166070114,IC50,=,0.000000002,CC(C)NC1=C2C(=NC=C1C(=O)NC[C@H](C(C)(C)O)F)C3=C(N2)C=C(C=C3)C#N,pubchem,10.1021/acsmedchemlett.2c00060,CC(C)Nc1c(C(=O)NCC(F)C(C)(C)O)cnc2c1[nH]c1cc(C#N)ccc12,8.699,1.084847407
155548286,IC50,=,2.1E-09,COC1=C(C=C2C(=C1)C(=NC=C2Br)OC[C@@H]3CCC(=O)N3)C(=O)N,pubchem,10.1021/acsmedchemlett.9b00219,COc1cc2c(OCC3CCC(=O)N3)ncc(Br)c2cc1C(N)=O,8.6778,1.06761474
156169718,IC50,=,2.1E-09,CC1(CC2=CC(=C(C=C2O1)N3CCC(CC3)CO)NC(=O)C4=COC(=N4)C5=CC(=NC=C5)N)C,pubchem,10.1016/j.ejmech.2023.115453,CC1(C)Cc2cc(NC(=O)c3coc(-c4ccnc(N)c4)n3)c(N3CCC(CO)CC3)cc2O1,8.6778,1.06761474
118719443,IC50,=,2.2E-09,CC1=CC(=CC(=N1)C)NC2=NC=C(C(=N2)NC3C[C@@H]([C@H]([C@H]3O)O)C(C)(C)O)C4=NC5=CC=CC=C5S4,pubchem,10.1021/jm5016044,Cc1cc(Nc2ncc(-c3nc4ccccc4s3)c(NC3CC(C(C)(C)O)C(O)C3O)n2)cc(C)n1,8.6576,1.051194934
155590355,IC50,=,2.3E-09,CC(C)NC1=C2C=C(SC2=NC=C1C3=CN(N=N3)CCCO)C4=CN=CS4,pubchem,10.1021/acsmedchemlett.1c00147,CC(C)Nc1c(-c2cn(CCCO)nn2)cnc2sc(-c3cncs3)cc12,8.6383,1.035506704
118424414,IC50,=,2.4E-09,C[C@H]1[C@H]2[C@@H]1C(=O)N[C@@H]2COC3=NC=CC4=CC(=C(C=C43)OC)C(=O)N,pubchem,10.1021/acs.jmedchem.7b00231,COc1cc2c(OCC3NC(=O)C4C(C)C34)nccc2cc1C(N)=O,8.6198,1.020468763
155590300,IC50,=,2.4E-09,CC(C)NC1=C2C=C(SC2=NC=C1C(=O)NC[C@H](C(C)(C)O)F)C3=CNN=C3,pubchem,10.1021/acsmedchemlett.1c00147,CC(C)Nc1c(C(=O)NCC(F)C(C)(C)O)cnc2sc(-c3cn[nH]c3)cc12,8.6198,1.020468763
90155411,IC50,=,2.4E-09,CC(C)NC1=CC(=NC=C1C(=O)NC[C@H](C(C)(C)O)F)NC2=CC3=C(C=C2)N=CS3,pubchem,10.1021/acsmedchemlett.0c00082,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1C(=O)NCC(F)C(C)(C)O,8.6198,1.020468763
90155396,IC50,=,2.4E-09,CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NC2CC2)NC3=CC4=C(C=C3)N=CS4)F)O,pubchem,10.1021/acsmedchemlett.0c00082,CC(C)(O)C(F)CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC1CC1,8.6198,1.020468763
122196173,IC50,=,2.5E-09,CN1C=C(C(=N1)C(F)F)NC(=O)C2=C3N=C(C=CN3N=C2)N[C@@H]4CCCNC4,pubchem,10.1016/j.ejmech.2020.112092,Cn1cc(NC(=O)c2cnn3ccc(NC4CCCNC4)nc23)c(C(F)F)n1,8.6021,1.006081111
156169550,IC50,=,2.6E-09,CC1(CC2=CC(=C(C=C2O1)N3CCOCC3)NC(=O)C4=COC(=N4)C5=CC(=NC=C5)N)C,pubchem,10.1016/j.ejmech.2023.115453,CC1(C)Cc2cc(NC(=O)c3coc(-c4ccnc(N)c4)n3)c(N3CCOCC3)cc2O1,8.585,0.992181177
118719441,IC50,=,2.6E-09,CN1CCN(CC1)C2=CC=CC(=C2)NC3=NC=C(C(=N3)NC4C[C@@H]([C@H]([C@H]4O)O)CO)C5=NC6=CC=CC=C6S5.Cl,pubchem,10.1021/jm5016044,CN1CCN(c2cccc(Nc3ncc(-c4nc5ccccc5s4)c(NC4CC(CO)C(O)C4O)n3)c2)CC1,8.585,0.992181177
118414780,IC50,=,2.7E-09,C[C@@H]1CC(=O)N[C@@H]1COC2=NC=CC3=CC(=C(C=C32)OC)C(=O)N,pubchem,10.1021/acs.jmedchem.7b00231,COc1cc2c(OCC3NC(=O)CC3C)nccc2cc1C(N)=O,8.5686,0.978850245
168272665,IC50,=,2.7E-09,CC(C)N1C=CC2=C1C(=NC(=N2)NC3=CC4=C(C=C3)C=NN4C(C)C)N[C@@H]5[C@@H]6C[C@H]([C@@H]5C(=O)N)C=C6,pubchem,10.1016/j.bmcl.2022.128900,CC(C)n1ccc2nc(Nc3ccc4cnn(C(C)C)c4c3)nc(NC3C4C=CC(C4)C3C(N)=O)c21,8.5686,0.978850245
71541802,IC50,=,2.7E-09,C1CCN(CC1)C2=C(C=C3C(=C2)N=C(O3)N4CCOCC4)NC(=O)C5=CC=CC(=N5)C6=CNN=C6,pubchem,10.1021/acsmedchemlett.0c00255,O=C(Nc1cc2oc(N3CCOCC3)nc2cc1N1CCCCC1)c1cccc(-c2cn[nH]c2)n1,8.5686,0.978850245
118719438,IC50,=,2.8E-09,CC(C)NC1=CC(=NC=C1C2=NN=C(S2)C(=O)N3CC[C@@H](C3)O)NC4=CC5=C(C=C4)N=CS5,pubchem,10.1021/jm5016044,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nnc(C(=O)N2CCC(O)C2)s1,8.5528,0.966007031
124196707,IC50,=,2.8E-09,C1CCN(CC1)C2=NC3=C(C=C2NC(=O)C4=CC=CC(=N4)C5=CN=C(C=C5)N)OC(=N3)N6CCOCC6,pubchem,10.1021/acsmedchemlett.0c00255,Nc1ccc(-c2cccc(C(=O)Nc3cc4oc(N5CCOCC5)nc4nc3N3CCCCC3)n2)cn1,8.5528,0.966007031
129284658,IC50,=,2.9E-09,CC1(CC2=CC(=C(C=C2O1)N3CCC(CC3)CO)NC(=O)C4=C5N=CC=CN5N=C4)C,pubchem,10.1016/j.ejmech.2023.115453,CC1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCC(CO)CC3)cc2O1,8.5376,0.953651533
134262624,IC50,=,0.000000003,CNC(=O)C1=NN(C=C1NC(=O)C2=CC=C3N2N=C(N=C3)NCCN)C.C(=O)(C(F)(F)F)O,pubchem,10.1016/j.ejmech.2017.08.009,CNC(=O)c1nn(C)cc1NC(=O)c1ccc2cnc(NCCN)nn12,8.5229,0.941702467
154815576,IC50,=,0.000000003,CC1=NC=C(C=N1)C2=C(C=C3C(=N2)C(=NC(=N3)NC4=CN(N=C4)C5CCN(CC5)C)OC6(CC6)C)F,pubchem,10.1016/j.bmc.2020.115815,Cc1ncc(-c2nc3c(OC4(C)CC4)nc(Nc4cnn(C5CCN(C)CC5)c4)nc3cc2F)cn1,8.5229,0.941702467
154815578,IC50,=,0.000000003,CC1=NC=C(C=N1)C2=C(C=C3C(=N2)C(=NC(=N3)NC4=CN(N=C4)C5CC6(C5)CN(C6)C)OC7(CC7)C)F,pubchem,10.1016/j.bmc.2020.115815,Cc1ncc(-c2nc3c(OC4(C)CC4)nc(Nc4cnn(C5CC6(C5)CN(C)C6)c4)nc3cc2F)cn1,8.5229,0.941702467
171348364,IC50,=,0.000000003,CC1=C(C=C2C(=N1)C(=NC(=N2)NC3=CN(N=C3)C4CC5(C4)CN(C5)C)OC6(CC6)C)F,pubchem,10.1016/j.bmc.2020.115815,Cc1nc2c(OC3(C)CC3)nc(Nc3cnn(C4CC5(C4)CN(C)C5)c3)nc2cc1F,8.5229,0.941702467
132256204,IC50,=,0.000000003,C1CCN(C1)C(=O)C2=CC(=CC=C2)NC3=NC=C(C(=N3)N[C@@H]4[C@@H]5C[C@H]([C@@H]4C(=O)N)C=C5)C6=CC(=NC=C6)F,pubchem,10.1021/acsmedchemlett.2c00056,NC(=O)C1C2C=CC(C2)C1Nc1nc(Nc2cccc(C(=O)N3CCCC3)c2)ncc1-c1ccnc(F)c1,8.5229,0.941702467
132256189,IC50,=,0.000000003,CC1=CN=C(N=C1N[C@@H]2[C@@H]3C[C@H]([C@@H]2C(=O)N)C=C3)NC4=CC=CC(=C4)C(=O)N5CCCC5,pubchem,10.1021/acsmedchemlett.2c00056,Cc1cnc(Nc2cccc(C(=O)N3CCCC3)c2)nc1NC1C2C=CC(C2)C1C(N)=O,8.5229,0.941702467
171352826,IC50,=,0.000000003,CC1=NC2=C(C=C1)N=C(N=C2OC3(CC3)C)NC4=CN(N=C4)C5CCN(CC5)C,pubchem,10.1016/j.bmc.2020.115815,Cc1ccc2nc(Nc3cnn(C4CCN(C)CC4)c3)nc(OC3(C)CC3)c2n1,8.5229,0.941702467
122181643,IC50,=,0.000000003,CN1C=C(C(=N1)C(F)(F)F)NC(=O)C2=C3N=C(C=CN3N=C2)N[C@@H]4CCC(C[C@@H]4N)(F)F,pubchem,10.1021/acsmedchemlett.5b00107,Cn1cc(NC(=O)c2cnn3ccc(NC4CCC(F)(F)CC4N)nc23)c(C(F)(F)F)n1,8.5229,0.941702467
122181644,IC50,=,0.000000003,CN1C=C(C(=N1)C(F)(F)F)NC(=O)C2=C3N=C(C=CN3N=C2)N[C@@H]4CC(CC[C@@H]4N)(F)F,pubchem,10.1021/acsmedchemlett.5b00107,Cn1cc(NC(=O)c2cnn3ccc(NC4CC(F)(F)CCC4N)nc23)c(C(F)(F)F)n1,8.5229,0.941702467
171347232,IC50,=,0.000000003,CC1(CC1)OC2=NC(=NC3=CC(=C(N=C32)C4CC4)F)NC5=CN(N=C5)C6CC7(C6)CN(C7)C,pubchem,10.1016/j.bmc.2020.115815,CN1CC2(CC(n3cc(Nc4nc(OC5(C)CC5)c5nc(C6CC6)c(F)cc5n4)cn3)C2)C1,8.5229,0.941702467
168281888,IC50,=,0.000000003,CC1(CC1)NC2=NC(=NC3=C2C(=O)N(C=C3)C)NC4=CN(N=C4)[C@H]5C[C@@H]6C[C@H]5CN6C,pubchem,10.1016/j.bmc.2022.116729,CN1CC2CC1CC2n1cc(Nc2nc(NC3(C)CC3)c3c(=O)n(C)ccc3n2)cn1,8.5229,0.941702467
171346000,IC50,=,0.000000003,CC1=NC2=C(C=C1)N=C(N=C2OC3CCOCC3)NC4=CN(N=C4)C5CCN(CC5)C(=O)C,pubchem,10.1016/j.bmc.2020.115815,CC(=O)N1CCC(n2cc(Nc3nc(OC4CCOCC4)c4nc(C)ccc4n3)cn2)CC1,8.5229,0.941702467
168282056,IC50,=,0.000000003,CC1(CC1)NC2=NC(=NC3=C2C(=O)N(C=C3)C(F)F)NC4=CN(N=C4)C5CCN(CC5)C,pubchem,10.1016/j.bmc.2022.116729,CN1CCC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(C(F)F)ccc4n3)cn2)CC1,8.5229,0.941702467
130275783,IC50,=,0.000000003,C1CC(CCC1NC2=NC=NC3=C2C=C(C=C3)C#N)N4CCC(CC4)(F)F,pubchem,10.1016/j.bmcl.2017.04.050,N#Cc1ccc2ncnc(NC3CCC(N4CCC(F)(F)CC4)CC3)c2c1,8.5229,0.941702467
130275697,IC50,=,0.000000003,C1CC(CCC1NC2=NC=NC3=C2C=C(C=C3)C#N)N4CCC(CC4)F,pubchem,10.1016/j.bmcl.2017.04.050,N#Cc1ccc2ncnc(NC3CCC(N4CCC(F)CC4)CC3)c2c1,8.5229,0.941702467
137637011,IC50,=,0.000000003,C1CC(CCC1NC2=NC=NC3=C2C=C(C=C3)C#N)N4CCN(CC4)S(=O)(=O)C5CC5,pubchem,10.1016/j.bmcl.2017.04.050,N#Cc1ccc2ncnc(NC3CCC(N4CCN(S(=O)(=O)C5CC5)CC4)CC3)c2c1,8.5229,0.941702467
154815580,IC50,=,0.000000003,CC1(CC1)OC2=NC(=NC3=C2N=C(C=C3)C4=CN(N=C4)C)NC5=CN(N=C5)C6CCN(CC6)C,pubchem,10.1016/j.bmc.2020.115815,CN1CCC(n2cc(Nc3nc(OC4(C)CC4)c4nc(-c5cnn(C)c5)ccc4n3)cn2)CC1,8.5229,0.941702467
118172648,IC50,=,0.000000003,CN1CCN(CC1)C(=O)CN2C=C3C=C(C(=CC3=N2)OCC4CC4)NC(=O)C5=NC(=CC=C5)C(F)(F)F,pubchem,10.1021/acs.jmedchem.3c01714,CN1CCN(C(=O)Cn2cc3cc(NC(=O)c4cccc(C(F)(F)F)n4)c(OCC4CC4)cc3n2)CC1,8.5229,0.941702467
171357549,IC50,=,0.000000003,C1CCC(C(C1)N)NC2=NN3C(=CC=C3C(=O)NC4=CN(N=C4C(=O)N)CCO)C=N2.C(=O)(C(F)(F)F)O,pubchem,10.1016/j.ejmech.2017.08.009,NC(=O)c1nn(CCO)cc1NC(=O)c1ccc2cnc(NC3CCCCC3N)nn12,8.5229,0.941702467
117885705,IC50,=,0.000000003,CC1=NC=CC(=C1)NC2=NC=C(C(=N2)N[C@@H]3C[C@@H]([C@H]([C@H]3O)O)CO)C4=NC5=C(S4)C=CN=C5,pubchem,10.1016/j.bmcl.2015.05.097,Cc1cc(Nc2ncc(-c3nc4cnccc4s3)c(NC3CC(CO)C(O)C3O)n2)ccn1,8.5229,0.941702467
168272591,IC50,=,0.000000003,C[C@@H](CN1C=CC2=C(C1=O)C(=NC(=N2)NC3=CN(N=C3)[C@H]4C[C@H]5C[C@@H]4CN5C)NC6(CC6)C)F,pubchem,10.1016/j.bmc.2022.116729,CC(F)Cn1ccc2nc(Nc3cnn(C4CC5CC4CN5C)c3)nc(NC3(C)CC3)c2c1=O,8.5229,0.941702467
168288702,IC50,=,0.000000003,C1CCN(C1)C(=O)C2=CC(=CC=C2)NC3=NC4=C(C(=N3)N[C@@H]5[C@@H]6C[C@H]([C@@H]5C(=O)N)C=C6)OC=C4,pubchem,10.1016/j.bmcl.2022.128900,NC(=O)C1C2C=CC(C2)C1Nc1nc(Nc2cccc(C(=O)N3CCCC3)c2)nc2ccoc12,8.5229,0.941702467
168276109,IC50,=,0.000000003,C1CCN(C1)C(=O)C2=C(C=CC(=C2)NC3=NC4=C(C(=N3)N[C@@H]5[C@@H]6C[C@H]([C@@H]5C(=O)N)C=C6)SC=C4)F,pubchem,10.1016/j.bmcl.2022.128900,NC(=O)C1C2C=CC(C2)C1Nc1nc(Nc2ccc(F)c(C(=O)N3CCCC3)c2)nc2ccsc12,8.5229,0.941702467
168279320,IC50,=,0.000000003,C1CCN(C1)C(=O)C2=CC(=CC=C2)NC3=NC4=C(C(=N3)N[C@@H]5[C@@H]6C[C@H]([C@@H]5C(=O)N)C=C6)SC=N4,pubchem,10.1016/j.bmcl.2022.128900,NC(=O)C1C2C=CC(C2)C1Nc1nc(Nc2cccc(C(=O)N3CCCC3)c2)nc2ncsc12,8.5229,0.941702467
168281318,IC50,=,0.000000003,CC1=C2C(=NN1)N=C(N=C2N[C@@H]3[C@@H]4C[C@H]([C@@H]3C(=O)N)C=C4)NC5=CC=CC(=C5)C(=O)N6CCCC6,pubchem,10.1016/j.bmcl.2022.128900,Cc1[nH]nc2nc(Nc3cccc(C(=O)N4CCCC4)c3)nc(NC3C4C=CC(C4)C3C(N)=O)c12,8.5229,0.941702467
122196168,IC50,=,0.000000003,CN1C=C(C(=N1)C(F)F)NC(=O)C2=CC=C3N2N=C(N=C3)N[C@@H]4CC(CC[C@@H]4N)(F)F,pubchem,10.1016/j.bmcl.2015.09.028,Cn1cc(NC(=O)c2ccc3cnc(NC4CC(F)(F)CCC4N)nn23)c(C(F)F)n1,8.5229,0.941702467
164607234,IC50,=,0.000000003,C1CCN(C1)C(=O)C2=CC(=CC=C2)NC3=NC4=C(C(=N3)N[C@@H]5[C@@H]6C[C@H]([C@@H]5C(=O)N)C=C6)SC=C4,pubchem,10.1016/j.bmcl.2022.128900,NC(=O)C1C2C=CC(C2)C1Nc1nc(Nc2cccc(C(=O)N3CCCC3)c2)nc2ccsc12,8.5229,0.941702467
137632095,IC50,=,0.000000003,COC(=O)N1CCN(CC1)C2CCC(CC2)NC3=NC=NC4=C3C(=CN4)C5CCOCC5,pubchem,10.1021/acs.jmedchem.7b01290,COC(=O)N1CCN(C2CCC(Nc3ncnc4[nH]cc(C5CCOCC5)c34)CC2)CC1,8.5229,0.941702467
139582017,IC50,=,0.000000003,CN1C=C(C=N1)NC2=NC3=C(C(=N2)NC4CCC(CC4)N5CCN(CC5)C(=O)OC)N=C(C=C3)CC#N,pubchem,10.1016/j.bmc.2020.115815,COC(=O)N1CCN(C2CCC(Nc3nc(Nc4cnn(C)c4)nc4ccc(CC#N)nc34)CC2)CC1,8.5229,0.941702467
44448975,IC50,=,0.000000003,C1CNCCC1NC2=NC(=CC=C2)N3C=NC4=C3C=C(C=C4)Cl,pubchem,10.1016/j.bmcl.2008.04.042,Clc1ccc2ncn(-c3cccc(NC4CCNCC4)n3)c2c1,8.5229,0.941702467
137649163,IC50,=,0.000000003,CN(C)C1CCC(CC1)NC2=NC=NC3=C2C(=CN3)C4CCC4,pubchem,10.1021/acs.jmedchem.7b01290,CN(C)C1CCC(Nc2ncnc3[nH]cc(C4CCC4)c23)CC1,8.5229,0.941702467
137658175,IC50,=,0.000000003,CN(C)C(=O)N1CCN(CC1)C2CCC(CC2)NC3=NC=NC4=C3C(=CN4)C5CCOCC5,pubchem,10.1021/acs.jmedchem.7b01290,CN(C)C(=O)N1CCN(C2CCC(Nc3ncnc4[nH]cc(C5CCOCC5)c34)CC2)CC1,8.5229,0.941702467
90155351,IC50,=,3.4E-09,CC(C)NC1=CC(=NC=C1C(=O)NC[C@H](C(C)(C)O)F)NC2=NC3=CC=NN3C=C2F,pubchem,10.1021/acsmedchemlett.0c00082,CC(C)Nc1cc(Nc2nc3ccnn3cc2F)ncc1C(=O)NCC(F)C(C)(C)O,8.4685,0.897482792
118224418,IC50,=,3.5E-09,CC1=NC=CC(=C1)C2=NC(=CO2)C(=O)NC3=CC4=C(N=C3N5CCC(CC5)O)N=C(O4)N6CCOCC6,pubchem,10.1021/acsmedchemlett.0c00255,Cc1cc(-c2nc(C(=O)Nc3cc4oc(N5CCOCC5)nc4nc3N3CCC(O)CC3)co2)ccn1,8.4559,0.887240735
90155399,IC50,=,3.5E-09,CC(C)NC1=CC(=NC=C1C(=O)NC[C@H](C(C)(C)O)F)NC2=CC3=NSN=C3C=C2,pubchem,10.1021/acsmedchemlett.0c00082,CC(C)Nc1cc(Nc2ccc3nsnc3c2)ncc1C(=O)NCC(F)C(C)(C)O,8.4559,0.887240735
90154917,IC50,=,3.5E-09,CC(C)NC1=CC(=NC=C1C(=O)NC[C@H](C(C)(C)O)F)NC2=C(C=C(C=N2)Cl)F,pubchem,10.1021/jm5016044,CC(C)Nc1cc(Nc2ncc(Cl)cc2F)ncc1C(=O)NCC(F)C(C)(C)O,8.4559,0.887240735
